Date,Open,High,Low,Close,Volume,symbol,Quote_Volume,Number_Of_Trades,funding_Rate,fetch_fear_greed,hash_rate,tx_count,miners_revenue,time_frame,pct_change,log_return,Close_norm
2023-01-01,0.3389,0.3397,0.3352,0.3385,717661010.5,XRP,242333412.22721,230028,0.0001,26.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,,,0.0002487871625824
2023-01-02,0.3384,0.3554,0.2968,0.3479,3188137253.4,XRP,1071520780.88191,922011,-0.00018783,27.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,2.7769571639586266,0.0273909898055665,0.0031720363229257
2023-01-03,0.3478,0.3518,0.34,0.3434,1676005560.8,XRP,578160897.93416,507736,-0.0001348333333333,26.0,261883481.8059322,272055.0,16511361.794084923,1d,-1.293475136533484,-0.0130191336945211,0.0017726085333996
2023-01-04,0.3435,0.3527,0.341,0.347,1695312554.5,XRP,589135702.91349,508688,-4.199999999999994e-07,29.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,1.048340128130465,0.010428831483484,0.0028921507650205
2023-01-05,0.3469,0.3485,0.3321,0.3377,1325148887.2,XRP,452593508.90977,419255,-3.859e-05,29.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,-2.680115273775208,-0.027166852555337,0.0
2023-01-06,0.3377,0.3459,0.3309,0.344,1431606821.1,XRP,482513476.34134,474831,5.867666666666667e-05,26.0,305064103.23047346,276071.0,19587656.115701865,1d,1.8655611489487576,0.0184837299818762,0.0019591989053364
2023-01-07,0.344,0.3455,0.341,0.3441,627528960.0,XRP,215529032.23038,251355,7.763e-05,25.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,0.0290697674418805,0.0002906554300365,0.0019902973006592
2023-01-08,0.3442,0.3472,0.3332,0.3451,1076024117.9,XRP,366676138.66687,368322,6.129333333333333e-05,25.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,0.2906131938390066,0.002901917300523,0.0023012812538873
2023-01-09,0.345,0.3576,0.3417,0.3486,2878732681.0,XRP,1010373283.62517,767728,4.631e-05,25.0,257609687.17239985,287347.0,16568165.610140678,1d,1.0141987829614507,0.0100909029819627,0.0033897250901853
2023-01-10,0.3486,0.3539,0.343,0.3507,1345802309.5,XRP,469916551.41249,433077,0.0001,26.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,0.6024096385542244,0.0060060240602119,0.0040427913919641
2023-01-11,0.3508,0.3788,0.3475,0.3727,4048286353.4,XRP,1483007715.09728,1196964,0.0001,26.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,6.273167949814651,0.0608426493390802,0.0108844383629804
2023-01-12,0.3727,0.3819,0.357,0.3746,2764745194.9,XRP,1028813917.13907,908833,0.0001,30.0,255914886.5988972,315980.0,17645261.628721908,1d,0.5097933995170445,0.0050849835247754,0.0114753078741136
2023-01-13,0.3746,0.3867,0.3673,0.3856,2016041308.9,XRP,758873933.8694,673901,0.0001,31.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,2.9364655632674985,0.0289417727264025,0.0148961313596218
2023-01-14,0.3856,0.4094,0.3749,0.3952,3235817749.9,XRP,1280437840.55757,1080253,0.0001,46.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,2.4896265560165887,0.0245914031373221,0.0178815773106107
2023-01-15,0.3952,0.397,0.379,0.3845,1487659723.9,XRP,574754462.92013,535145,0.0001,52.0,280250606.7848099,252086.0,21360708.69711005,1d,-2.7074898785425017,-0.0274481769280139,0.014554049011071
2023-01-16,0.3845,0.4062,0.3752,0.3854,2409679141.9,XRP,940364863.66444,858625,0.0001,45.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,0.2340702210663181,0.0023379670345673,0.0148339345689762
2023-01-17,0.3854,0.3987,0.378,0.3868,1670027590.4,XRP,647799307.47744,641654,0.0001,51.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,0.3632589517384321,0.003626007598873,0.0152693121034954
2023-01-18,0.3868,0.3964,0.3635,0.378,2641379218.3,XRP,1013878815.1471,997560,0.0001,52.0,261608422.1400793,300045.0,19114033.15355645,1d,-2.2750775594622463,-0.0230135679595514,0.0125326533150889
2023-01-19,0.3779,0.3967,0.3761,0.3927,1945152851.4,XRP,753943199.20804,734976,0.0001,45.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,3.888888888888897,0.0381517659643763,0.0171041174275407
2023-01-20,0.3927,0.4141,0.3858,0.4125,1742171776.4,XRP,694184873.73159,660180,5.776666666666667e-05,51.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,5.042016806722693,0.0491902441907717,0.0232615997014553
2023-01-21,0.4125,0.4165,0.393,0.4032,1774616711.4,XRP,726118925.23402,740025,7.898333333333333e-05,53.0,257871158.96664968,287860.0,20109654.849325083,1d,-2.254545454545453,-0.0228034890175768,0.0203694489364348
2023-01-22,0.4032,0.4123,0.3955,0.4002,1278840832.0,XRP,516941268.11353,522429,0.0001,53.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,-0.7440476190476164,-0.0074682946075257,0.0194364970767508
2023-01-23,0.4003,0.4332,0.3993,0.4234,3077156831.6,XRP,1297695841.26085,1177978,0.0001,50.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,5.797101449275366,0.0563529365511317,0.0266513247916407
2023-01-24,0.4233,0.4313,0.4011,0.4075,1862051480.5,XRP,781139081.04026,751616,0.0001,52.0,241053474.686216,292970.0,18918440.50491401,1d,-3.755314123760045,-0.0382764260198474,0.0217066799353153
2023-01-25,0.4075,0.4244,0.3966,0.4169,1568831212.2,XRP,640637197.48152,655659,0.0001,51.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,2.3067484662576687,0.0228054522058338,0.0246299290956586
2023-01-26,0.4169,0.4179,0.405,0.409,1264243951.1,XRP,520308105.80279,538217,0.0001,54.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,-1.894938834252824,-0.0191312288439495,0.0221731558651573
2023-01-27,0.409,0.4134,0.3981,0.4128,1126539717.2,XRP,458492782.99567,481629,0.0001,55.0,287769264.3540873,303179.0,22429274.15180188,1d,0.929095354523235,0.0092480581245513,0.0233548948874238
2023-01-28,0.4127,0.4169,0.4051,0.4075,851056623.9,XRP,349032369.52971,356005,0.0001,52.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,-1.2839147286821784,-0.0129222814864356,0.0217066799353153
2023-01-29,0.4076,0.4174,0.4063,0.4133,929898804.3,XRP,383269324.38832,390970,0.0001,55.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,1.423312883435579,0.0141327888367692,0.0235103868640378
2023-01-30,0.4133,0.4221,0.3832,0.3932,1737882188.3,XRP,700331285.76869,727451,0.0001,61.0,269948142.5149194,309909.0,20350898.92321813,1d,-4.8632954270505735,-0.0498553332446752,0.0172596094041547
2023-01-31,0.3933,0.4111,0.388,0.4056,1588835932.9,XRP,634342624.03655,609650,9.724e-05,51.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,3.15361139369279,0.031049064003962,0.0211158104241821
2023-02-01,0.4056,0.4158,0.3963,0.4132,1484638735.7,XRP,599832208.45845,671663,0.0001,56.0,611691944.7732829,450531.0353982301,38539060.71746735,1d,1.8737672583826412,0.01856428496851,0.023479288468715
2023-02-02,0.4133,0.4196,0.4078,0.4099,1405206298.5,XRP,581112125.99457,575062,0.0001,60.0,283641164.23669064,340169.0,22100256.867046896,1d,-0.798644724104558,-0.0080185097351916,0.0224530414230625
