Date,Open,High,Low,Close,Volume,symbol,Quote_Volume,Number_Of_Trades,funding_Rate,fetch_fear_greed,hash_rate,tx_count,miners_revenue,time_frame
2023-01-24,305.35,324.08,299.1,300.32,3016081.57,BNB,945341133.77586,1253968,0.00018331333333333332,52.0,,,,1d
2023-01-25,300.31,314.05,292.8,306.84,2146066.87,BNB,648194704.42884,906953,0.0,51.0,327010527.67509925,306681.0,25676773.61340148,1d
2023-01-26,306.84,309.49,301.3,304.68,1430128.86,BNB,437462270.898,572441,0.0,54.0,,,,1d
2023-01-27,304.7,310.73,298.55,308.07,1219829.56,BNB,371953761.8991,534383,0.0,55.0,,,,1d
2023-01-28,308.07,313.79,303.51,306.08,990764.68,BNB,304531575.5043,450770,0.0,52.0,313930106.5680952,268849.0,24442485.75123782,1d
2023-01-29,306.09,320.71,304.71,317.12,1839919.46,BNB,578939091.29425,747190,0.0,55.0,,,,1d
2023-01-30,317.13,321.26,300.88,307.18,1797667.17,BNB,556563306.22536,860516,7.406666666666667e-06,61.0,,,,1d
2023-01-31,307.17,314.47,305.32,312.15,1203941.2,BNB,374680641.70396,610939,0.0,51.0,224956785.42909947,313500.0,16954037.602669094,1d
2023-02-01,312.15,319.58,305.61,317.2,1643075.51,BNB,511884708.43581,814161,0.0,56.0,,,,1d
2023-02-02,317.21,334.99,316.43,323.72,2683379.58,BNB,879483968.27758,1146483,0.00024924666666666665,60.0,,,,1d
2023-02-03,323.71,335.82,318.54,332.38,2443842.28,BNB,804098340.65386,1004876,8.914666666666666e-05,60.0,260167412.7136542,315951.0,20380037.06304123,1d
2023-02-04,332.38,334.34,327.1,330.41,1002090.57,BNB,331304468.445,505656,3.884e-05,58.0,,,,1d
2023-02-05,330.4,338.18,323.0,327.94,2107857.38,BNB,696000859.45732,930578,0.0,58.0,,,,1d
2023-02-06,327.93,331.62,320.6,324.57,1362741.92,BNB,445575367.6669,643735,0.0,56.0,289509602.11744976,301977.0,21621117.121486917,1d
2023-02-07,324.56,333.94,323.26,333.15,1246474.4,BNB,410505805.05575,609246,0.0,54.0,,,,1d
2023-02-08,333.16,336.01,323.49,328.28,1269788.51,BNB,418338008.22932,598409,0.0,58.0,,,,1d
2023-02-09,328.28,329.25,301.41,305.91,2287840.43,BNB,723339880.68318,1053128,0.0,55.0,316895645.5609923,369499.0,23332309.14710399,1d
2023-02-10,305.91,309.05,302.05,305.52,1208371.41,BNB,370146420.03336,597671,-2.3806666666666667e-05,48.0,,,,1d
2023-02-11,305.5,311.13,304.81,310.22,724516.72,BNB,223293925.0369,390407,-0.00022225333333333332,49.0,,,,1d
2023-02-12,310.23,320.7,305.2,312.26,1575199.48,BNB,494328529.25662,673815,-0.00022416666666666668,50.0,313943411.7760057,259642.0,22415712.264169145,1d
2023-02-13,312.26,315.91,282.38,294.04,6962657.44,BNB,2051581204.71104,2315153,-0.00016958666666666667,48.0,,,,1d
2023-02-14,294.04,301.53,289.6,296.06,2999906.97,BNB,883846675.14513,1104695,-9.599333333333332e-05,50.0,,,,1d
2023-02-15,296.06,317.63,293.8,317.26,2489381.45,BNB,758435120.07401,895567,-0.00012708,53.0,317275458.3617154,325460.0,23873321.525806885,1d
2023-02-16,317.27,328.1,303.81,304.07,3672174.32,BNB,1171055567.7278,1401266,1.7613333333333333e-05,62.0,,,,1d
2023-02-17,304.07,317.0,302.5,312.94,2252434.98,BNB,698471866.82062,906996,-2.99e-06,61.0,,,,1d
2023-02-18,312.91,318.85,312.81,316.21,1155808.17,BNB,364980589.7069,524224,0.0,60.0,327007834.38508093,276798.0,26343409.639495973,1d
2023-02-19,316.21,318.65,310.0,311.25,1354109.24,BNB,426405822.0161,645878,0.0,60.0,,,,1d
2023-02-20,311.27,319.59,307.17,315.28,1588132.31,BNB,501077300.7633,742698,0.0,58.0,,,,1d
2023-02-21,315.32,317.28,309.03,311.4,1484155.5,BNB,464924793.0157,691900,-2.8663333333333337e-05,60.0,325061359.18040776,290457.0,26512359.26103933,1d
2023-02-22,311.39,312.84,303.2,312.39,1669340.27,BNB,512931846.38424,780829,-4.180666666666667e-05,59.0,,,,1d
2023-02-23,312.39,315.0,305.73,308.2,1312730.81,BNB,406893555.48201,624383,0.0,56.0,,,,1d
2023-02-24,308.21,311.94,298.19,302.11,1394921.64,BNB,426018291.73963,664687,-2.6553333333333335e-05,53.0,262774152.6308686,294562.0,20417436.704952147,1d
2023-02-25,302.1,302.82,295.07,302.18,839195.08,BNB,251959540.08947,461424,-6.911333333333332e-05,52.0,,,,1d
2023-02-26,302.18,309.8,300.51,308.42,728094.86,BNB,222102571.42218,387507,-0.00013725333333333334,51.0,,,,1d
2023-02-27,308.42,309.32,300.24,304.5,1280202.77,BNB,389705559.98244,578784,-9.323333333333334e-06,50.0,299630548.4861114,292748.0,21360913.713135105,1d
2023-02-28,304.51,305.58,299.52,301.18,953580.14,BNB,288742349.6856,466312,-7.129333333333333e-05,53.0,,,,1d
2023-03-01,301.18,306.41,300.24,302.48,953073.81,BNB,288825955.6224,486085,-8.439666666666666e-05,50.0,,,,1d
2023-03-02,302.48,303.73,295.53,299.79,1185328.62,BNB,354130554.11534,539248,-0.00017198666666666667,51.0,308191421.3000004,330047.0,21657536.22815396,1d
2023-03-03,299.79,300.0,285.0,290.34,1420217.14,BNB,411866127.37624,643633,-4.530999999999999e-05,50.0,,,,1d
2023-03-04,290.33,291.38,285.51,289.45,761157.86,BNB,220107525.6569,367339,-0.00010571333333333333,50.0,,,,1d
2023-03-05,289.45,292.63,287.13,288.58,831518.44,BNB,241318624.50179,368337,-3.068333333333333e-05,47.0,331733821.53819484,286638.0,22389334.56458218,1d
2023-03-06,288.59,289.59,283.09,287.63,1323637.35,BNB,378901894.09305,561674,-5.3819999999999996e-05,48.0,,,,1d
2023-03-07,287.64,290.51,283.16,289.14,1461067.68,BNB,419410053.47825,585603,-0.00014750666666666666,49.0,,,,1d
2023-03-08,289.14,294.17,285.0,286.9,1949141.09,BNB,562847943.25534,743679,0.0,50.0,284649021.0618059,292493.0,18928979.35012383,1d
2023-03-09,286.9,291.28,270.82,276.89,2423657.99,BNB,686739482.48673,887043,0.0,44.0,,,,1d
2023-03-10,276.9,277.97,264.51,277.04,2501371.11,BNB,680731596.41273,946659,-0.00023516,34.0,,,,1d
2023-03-11,277.03,281.68,270.04,275.82,1887842.16,BNB,519701149.61571,752410,-0.0003759666666666667,33.0,357219695.9219277,319707.0,21477230.284296937,1d
2023-03-12,275.83,288.77,273.09,288.04,1606932.56,BNB,448482042.86813,681688,-2.7950000000000002e-05,33.0,,,,1d
2023-03-13,288.04,313.5,285.99,307.93,3755320.09,BNB,1131377971.55577,1570351,0.0,49.0,,,,1d
2023-03-14,307.93,319.75,302.02,308.67,2639347.69,BNB,820596176.49526,1218040,2.4120000000000003e-05,56.0,316085306.6945542,327892.0,23955889.051380202,1d
2023-03-15,308.65,312.91,300.04,306.43,2039781.64,BNB,626880882.80509,1032622,7.520999999999999e-05,50.0,,,,1d
2023-03-16,306.43,332.32,302.92,329.05,4914848.68,BNB,1574826963.51337,2049292,3.109666666666666e-05,52.0,,,,1d
2023-03-17,329.05,339.94,325.2,338.63,2854198.5,BNB,947707543.13235,1307395,-0.0009049466666666666,51.0,318250274.5486265,338823.0,25280852.552496247,1d
2023-03-18,338.62,345.77,326.0,330.82,2465286.55,BNB,832168806.2001,1160346,-0.0010021833333333332,64.0,,,,1d
2023-03-19,330.82,341.43,329.91,335.81,1610135.34,BNB,541397579.52918,811404,-0.0015167666666666667,63.0,,,,1d
2023-03-20,335.8,338.74,330.44,332.08,1814357.45,BNB,608478202.37205,941837,-0.0015932566666666667,66.0,333405049.5271326,341288.0,27627804.86632807,1d
2023-03-21,332.08,339.5,326.19,334.52,1639048.98,BNB,547531489.09037,896453,-0.0011368766666666667,68.0,,,,1d
2023-03-22,334.51,338.4,316.0,321.06,3545949.8,BNB,1162717383.55071,1674960,-0.0012164033333333334,62.0,,,,1d
2023-03-23,321.06,331.82,318.82,329.08,1293418.24,BNB,421279661.58092,805093,-6.861333333333334e-05,57.0,398152679.74955547,295245.0,34269759.33971421,1d
2023-03-24,329.04,329.7,316.55,321.8,1409259.98,BNB,454095952.50419,869017,-0.00023459333333333333,61.0,,,,1d
2023-03-25,321.81,324.82,318.86,322.11,844548.15,BNB,272282356.236,534010,-8.317333333333333e-05,64.0,,,,1d
2023-03-26,322.1,329.14,321.51,328.28,678934.99,BNB,221490698.21622,461704,-3.34e-05,64.0,335318120.4383279,261243.0,25539403.027980726,1d
2023-03-27,328.28,329.65,305.46,310.2,2562131.5,BNB,807724063.20709,1238084,-0.0002748166666666667,64.0,,,,1d
2023-03-28,310.19,315.85,306.62,313.17,1405772.5,BNB,436816886.61656,745911,-0.00026878,59.0,,,,1d
2023-03-29,313.18,320.0,312.29,313.62,1159167.49,BNB,366078719.5846,608282,-3.0703333333333335e-05,57.0,342303914.6141264,334637.0,26591193.533266988,1d
2023-03-30,313.62,321.0,308.5,316.05,1553568.35,BNB,489371590.36445,782867,-5.7493333333333334e-05,60.0,,,,1d
2023-03-31,316.04,319.8,312.5,316.74,838917.97,BNB,265452809.324,512341,-0.00029518333333333334,63.0,,,,1d
2023-04-01,316.73,318.31,312.6,314.72,523993.64,BNB,165011843.734,359189,-0.00034271,61.0,326003728.2039299,319646.0,25771404.496490154,1d
2023-04-02,314.73,315.97,310.36,313.57,470704.21,BNB,147555644.8416,344149,-0.00021781,63.0,,,,1d
2023-04-03,313.57,313.88,297.43,308.47,1643622.69,BNB,505220286.91165,855437,-0.00021968666666666664,63.0,,,,1d
2023-04-04,308.47,313.21,307.81,310.73,774570.4,BNB,240455579.1529,480138,-0.00025129333333333336,62.0,377232885.49311894,421130.0,29712370.380244203,1d
2023-04-05,310.72,316.92,310.07,313.85,852810.95,BNB,267649315.34056,507728,0.0,62.0,,,,1d
2023-04-06,313.85,315.33,310.0,312.04,728616.8,BNB,227777238.0325,373330,0.0,63.0,,,,1d
2023-04-07,312.04,312.6,309.12,310.27,445819.24,BNB,138536821.1747,290760,-0.00017006333333333332,64.0,338032942.16648775,355031.0,25883474.596045014,1d
2023-04-08,310.26,312.64,309.89,310.37,344159.82,BNB,107177367.6623,213865,-1.8406666666666668e-05,61.0,,,,1d
2023-04-09,310.37,313.81,309.28,312.6,426564.42,BNB,132694195.8048,258701,0.0,61.0,,,,1d
2023-04-10,312.62,318.57,311.56,318.5,678310.05,BNB,212804359.3986,346647,0.0,62.0,292803182.2991408,289625.0,22540478.67849652,1d
2023-04-11,318.51,333.75,317.76,322.57,1719678.22,BNB,562114510.75848,789737,-6.193333333333331e-06,68.0,,,,1d
2023-04-12,322.56,323.6,316.74,320.02,933581.09,BNB,298322459.91489,490640,0.0,65.0,,,,1d
2023-04-13,320.02,325.04,317.81,324.84,789233.42,BNB,254575416.5553,373900,3.38e-06,61.0,338032942.16648775,332042.0,27603326.707211237,1d
2023-04-14,324.83,336.14,323.19,328.82,1614062.15,BNB,533779353.40739,751165,0.00010430666666666667,68.0,,,,1d
2023-04-15,328.81,336.83,327.1,333.33,966653.32,BNB,321512303.16135,489823,0.00010324,68.0,,,,1d
2023-04-16,333.32,351.6,330.0,347.85,1806327.49,BNB,619873073.76879,839660,0.00020523999999999998,68.0,295183695.97636956,232268.0,23967480.70486132,1d
2023-04-17,347.86,350.6,337.52,340.25,1547619.9,BNB,531954978.49138,698601,0.00025534,69.0,,,,1d
2023-04-18,340.26,346.72,337.0,343.27,952932.06,BNB,326836921.4236,482537,0.00010295666666666666,58.0,,,,1d
2023-04-19,343.27,343.99,319.63,322.37,1454805.68,BNB,479465718.40156,759805,0.0,63.0,330891401.13480145,301722.0,26367118.299820937,1d
2023-04-20,322.37,326.82,315.14,317.99,1021030.33,BNB,328752521.0663,584532,0.0,52.0,,,,1d
2023-04-21,317.99,337.1,315.38,321.08,2405048.2,BNB,782328423.72618,1120250,-3.399e-05,50.0,,,,1d
2023-04-22,321.08,333.96,319.46,331.82,1110423.6,BNB,362672321.82167,556504,-0.00021956000000000002,53.0,360804518.3013832,354752.0,25972883.28916762,1d
2023-04-23,331.83,331.97,326.8,330.38,890369.08,BNB,293419674.50622,481633,-0.0005728533333333334,56.0,,,,1d
2023-04-24,330.38,333.49,326.21,330.75,1166059.02,BNB,385343572.1328,575904,-0.0006724366666666666,53.0,,,,1d
2023-04-25,330.75,340.64,327.99,338.04,1301971.6,BNB,432615889.86143,587768,-0.0008861966666666665,53.0,302688354.2796839,369843.0,22252108.61633086,1d
2023-04-26,338.03,345.07,321.63,330.4,1987007.81,BNB,666736985.80807,874806,-0.0005730433333333333,56.0,,,,1d
2023-04-27,330.39,335.99,327.0,330.4,1404090.22,BNB,466308443.27655,657261,-0.0008390299999999998,59.0,,,,1d
2023-04-28,330.39,330.39,317.49,323.81,2947397.01,BNB,951202508.73131,1055494,-0.0009888766666666666,64.0,355961504.6329083,483522.0,28310744.88306382,1d
2023-04-29,323.81,324.58,320.56,321.74,597076.19,BNB,192663893.6226,308056,-0.00010184666666666665,64.0,,,,1d
2023-04-30,321.74,337.78,320.28,336.84,1967046.77,BNB,651136001.33667,825666,-4.123e-05,60.0,,,,1d
2023-05-01,336.85,338.34,325.34,328.19,2135730.73,BNB,709545466.50162,858086,-0.0010686166666666666,63.0,440714243.83121973,682281.0,35120914.85198403,1d
2023-05-02,328.19,328.19,320.6,321.59,1421914.46,BNB,460467900.8072,597955,-0.00131679,55.0,,,,1d
2023-05-03,321.6,327.36,320.39,325.74,1584526.65,BNB,512622508.6842,665762,-0.00048841,64.0,,,,1d
2023-05-04,325.75,327.34,323.04,323.69,636892.93,BNB,207137044.1115,336475,-8.116666666666666e-06,64.0,351888475.1483047,491123.0,29770202.04218574,1d
2023-05-05,323.68,328.8,322.0,326.33,985236.22,BNB,321208737.6193,471013,-1.5340000000000002e-05,61.0,,,,1d
2023-05-06,326.34,328.28,318.96,321.75,920259.91,BNB,297368781.32689,446307,-0.000145,60.0,,,,1d
2023-05-07,321.76,325.15,320.44,320.97,623848.75,BNB,201582972.2133,319104,-7.806666666666666e-05,64.0,331705159.5675005,607883.0,36809638.64957858,1d
2023-05-08,320.97,321.96,310.0,313.55,1260634.77,BNB,398012839.84086,609974,-0.00023906666666666666,60.0,,,,1d
2023-05-09,313.55,315.29,311.0,311.91,738223.24,BNB,231297036.4174,359323,-0.00030520333333333336,51.0,,,,1d
2023-05-10,311.91,316.56,306.4,314.16,1219255.88,BNB,381512478.666,592775,-0.00023701999999999998,52.0,405682569.25521636,671668.0,38971069.437675245,1d
2023-05-11,314.16,314.26,303.99,307.27,1002322.89,BNB,310018102.88634,495286,-0.00010445,52.0,,,,1d
2023-05-12,307.27,308.92,301.0,308.32,985004.06,BNB,300475303.2645,505671,-0.00015025333333333333,49.0,,,,1d
2023-05-13,308.31,311.76,307.26,310.62,570630.59,BNB,176764869.9274,342448,-3.385333333333334e-05,48.0,346023367.89415514,575640.0,27237496.705574512,1d
2023-05-14,310.61,314.84,309.41,311.92,582741.14,BNB,181871446.93706,318421,0.0,48.0,,,,1d
2023-05-15,311.91,316.4,310.3,313.25,639240.95,BNB,200841932.1765,341128,-6.199000000000001e-05,50.0,,,,1d
2023-05-16,313.26,313.86,309.12,311.23,580865.4,BNB,180759132.1257,328926,-4.218666666666667e-05,54.0,365114312.32969475,566462.0,30101350.309985295,1d
2023-05-17,311.22,314.41,306.72,314.29,776917.21,BNB,241488296.6575,408533,-2.1653333333333335e-05,50.0,,,,1d
2023-05-18,314.29,315.18,305.94,309.14,817772.38,BNB,254576741.13954,419897,0.0,51.0,,,,1d
2023-05-19,309.15,311.42,307.0,308.74,499527.64,BNB,154412991.263,267474,0.0,48.0,369469365.7613961,515474.0,28738962.120203372,1d
2023-05-20,308.73,312.09,307.69,310.7,331677.57,BNB,102714381.8147,188562,-1.9733333333333332e-06,48.0,,,,1d
2023-05-21,310.69,311.69,305.55,306.36,434289.36,BNB,134327122.30281,234192,0.0,52.0,,,,1d
2023-05-22,306.35,311.43,304.22,309.17,645377.18,BNB,199123884.017,337947,0.0,49.0,354690591.1309403,499281.0,26059060.50144273,1d
2023-05-23,309.17,315.64,309.15,313.5,681245.39,BNB,213608333.97726,350882,1.4433333333333334e-06,50.0,,,,1d
2023-05-24,313.5,313.62,303.66,305.9,873056.05,BNB,268482628.20364,424265,0.0,50.0,,,,1d
2023-05-25,305.9,307.03,302.13,304.71,618346.03,BNB,188481244.35425,316360,0.0,51.0,371932494.8664721,460167.0,27253825.798840698,1d
2023-05-26,304.72,308.54,301.25,306.81,960900.6,BNB,293450644.58075,439974,0.0,49.0,,,,1d
2023-05-27,306.8,307.9,304.01,307.55,374284.63,BNB,114499702.1077,225406,0.0,48.0,,,,1d
2023-05-28,307.56,314.95,306.86,314.36,682110.15,BNB,211338131.88966,339946,0.0,50.0,394100656.8121559,496158.0,29018379.77947518,1d
2023-05-29,314.36,317.72,310.65,311.98,1070544.69,BNB,336833256.4872,500797,7.980666666666667e-05,52.0,,,,1d
2023-05-30,311.97,314.53,310.87,311.54,654718.93,BNB,204658941.0591,328742,0.00014799666666666668,51.0,,,,1d
2023-05-31,311.53,311.95,305.09,306.9,852712.31,BNB,262063926.33514,391160,0.0,51.0,349729770.9452385,421579.0,25853003.322265837,1d
2023-06-01,306.89,307.86,303.2,305.12,594443.01,BNB,181329209.2254,306345,2.729e-05,52.0,,,,1d
2023-06-02,305.11,308.63,303.22,307.39,664082.25,BNB,203778518.4557,331392,1.3523333333333333e-05,50.0,,,,1d
2023-06-03,307.38,308.45,305.1,306.73,376272.5,BNB,115432390.2707,209206,4.455333333333333e-05,53.0,331093463.8956832,381453.0,23625499.65267871,1d
2023-06-04,306.74,307.82,304.65,305.23,451668.85,BNB,138472304.0791,239241,6.381e-05,52.0,,,,1d
2023-06-05,305.23,305.23,271.51,277.0,3755220.36,BNB,1073012344.60043,1563829,3.375e-05,53.0,,,,1d
2023-06-06,277.01,285.87,273.04,281.18,2505579.11,BNB,698614142.27014,931711,0.0,44.0,384577792.6788321,462072.0,27031043.478327114,1d
2023-06-07,281.18,281.81,253.39,259.22,4030499.22,BNB,1065680231.08267,1471780,0.0,53.0,,,,1d
2023-06-08,259.21,267.75,257.04,261.96,2265428.31,BNB,595470194.87231,872471,0.0,50.0,,,,1d
2023-06-09,261.96,264.77,255.47,260.78,2231023.56,BNB,581547307.337,852002,0.0,50.0,430421503.0643882,387084.0,30334803.515606057,1d
2023-06-10,260.77,260.93,225.0,238.74,5086626.1,BNB,1222258345.13172,1784945,-0.00011975333333333332,49.0,,,,1d
2023-06-11,238.75,239.11,232.91,235.19,1724882.28,BNB,407379656.24391,636216,-0.00015608,47.0,,,,1d
2023-06-12,235.19,239.47,220.0,231.23,6906042.49,BNB,1584794977.91295,2099472,-0.00025576,47.0,399859029.4740175,370634.0,26511537.377856184,1d
2023-06-13,231.23,248.5,228.43,243.92,5075774.55,BNB,1211116649.86426,1698574,-0.00013524333333333333,45.0,,,,1d
2023-06-14,243.92,252.97,232.32,237.78,5234509.5,BNB,1284609479.37622,1768768,-0.00030122,46.0,,,,1d
2023-06-15,237.78,240.75,230.3,236.33,3049489.21,BNB,717465210.44274,1091181,-0.00012984333333333333,41.0,385148460.1631553,423069.0,24289275.439930815,1d
2023-06-16,236.34,244.0,231.77,239.17,2850142.16,BNB,676806904.75065,990120,-9.567666666666665e-05,47.0,,,,1d
2023-06-17,239.16,249.82,237.12,244.44,2121252.56,BNB,519241620.07054,777213,0.0,47.0,,,,1d
2023-06-18,244.44,248.77,242.11,244.01,1704558.3,BNB,418745497.10372,587304,0.0,49.0,392955523.5448409,439868.0,25864498.312777586,1d
2023-06-19,244.01,245.25,237.35,243.02,1864754.51,BNB,451590061.95823,663150,0.0,47.0,,,,1d
2023-06-20,243.03,248.26,238.4,247.93,2078879.73,BNB,504099557.23445,746663,0.0,49.0,,,,1d
2023-06-21,247.94,254.95,245.15,248.94,3198906.1,BNB,798217823.9049,1128352,0.0,59.0,314884889.72798514,363280.0,23415578.90437153,1d
2023-06-22,248.94,257.19,239.24,240.91,3018282.56,BNB,749660617.079,1031526,0.0,65.0,,,,1d
2023-06-23,240.92,250.0,239.71,244.53,2272927.19,BNB,555692858.50378,815493,0.0,65.0,,,,1d
2023-06-24,244.53,248.82,229.0,236.33,2612315.18,BNB,626149231.17524,881503,4.2066666666666665e-06,62.0,379943751.2420316,361437.0,29007262.104907636,1d
2023-06-25,236.33,242.28,234.95,238.97,1873286.83,BNB,447635461.27308,731026,0.0,64.0,,,,1d
2023-06-26,238.96,241.5,233.61,236.15,1971264.29,BNB,467098899.6216,747258,0.0,55.0,,,,1d
2023-06-27,236.16,241.1,234.54,237.45,1257834.49,BNB,299915538.12158,514246,3.787333333333333e-05,59.0,364329624.47866035,434858.0,27695094.94705815,1d
2023-06-28,237.46,237.58,221.2,230.52,2245899.76,BNB,521618730.67211,820079,0.0,62.0,,,,1d
2023-06-29,230.51,236.84,230.36,233.12,1300936.3,BNB,304015451.13205,527581,0.0,54.0,,,,1d
2023-06-30,233.12,241.98,230.3,240.45,2510590.42,BNB,596913195.17263,957532,0.0,56.0,397786579.2301125,445197.0,31268571.422430255,1d
2023-07-01,240.45,249.54,240.21,247.99,1780078.63,BNB,435755498.35377,680187,8.415666666666665e-05,59.0,,,,1d
2023-07-02,248.0,248.75,242.83,246.77,1518525.66,BNB,372695612.43147,579450,0.00013733333333333336,63.0,,,,1d
2023-07-03,246.78,257.68,245.1,246.62,2005610.96,BNB,499170563.14755,745487,0.00012601,62.0,344916211.10459125,328114.0,27990140.909918316,1d
2023-07-04,246.63,246.97,240.15,242.53,1355949.47,BNB,331364048.39175,479170,0.0,64.0,,,,1d
2023-07-05,242.54,244.0,235.0,238.85,1488816.87,BNB,356858946.87687,521032,0.0,61.0,,,,1d
2023-07-06,238.84,244.44,231.1,231.92,2085629.96,BNB,496653730.25647,712300,0.0,56.0,349951484.25940275,392688.0,27125275.64271407,1d
2023-07-07,231.93,236.13,230.51,235.43,1356610.54,BNB,317310576.65031,447951,-0.00023971,55.0,,,,1d
2023-07-08,235.44,237.47,233.53,236.13,789956.21,BNB,186399353.9131,282868,-5.6590000000000005e-05,58.0,,,,1d
2023-07-09,236.13,236.99,232.58,233.91,725965.91,BNB,170438016.0208,262380,-2.9066666666666667e-05,55.0,425480581.581576,594265.0,33188679.628863256,1d
2023-07-10,233.91,246.3,231.0,245.97,3648725.07,BNB,881325579.63641,1071008,-8.499333333333334e-05,56.0,,,,1d
2023-07-11,245.97,249.44,244.18,248.34,1925877.89,BNB,475218947.79122,607807,-0.0005822833333333333,57.0,,,,1d
2023-07-12,248.33,250.07,242.12,243.7,1827922.1,BNB,450489570.87266,631108,-0.00053588,64.0,382989765.58074266,478320.0,28532856.624235082,1d
2023-07-13,243.69,259.02,242.41,255.99,2956153.81,BNB,740952661.79656,956503,-0.0008843900000000001,57.0,,,,1d
2023-07-14,255.99,261.38,241.04,247.89,3055424.75,BNB,773137448.21209,1057897,-0.00030654333333333337,60.0,,,,1d
2023-07-15,247.89,252.0,246.51,250.79,1134172.85,BNB,283272494.32709,424830,-0.0007933099999999999,56.0,369831574.5386234,484980.0,27066441.91831429,1d
2023-07-16,250.78,251.7,241.12,241.91,1387170.22,BNB,342203937.62817,497644,-0.00078861,57.0,,,,1d
2023-07-17,241.9,244.98,238.0,244.03,2391936.14,BNB,579708082.88483,792425,-0.0008002233333333333,54.0,,,,1d
2023-07-18,244.03,246.5,237.0,240.48,2459009.48,BNB,594173699.48215,785457,-0.0001679266666666667,56.0,434150109.2409926,582684.0,31319782.33021599,1d
2023-07-19,240.47,244.3,239.85,241.05,1359015.04,BNB,329055335.43185,508200,8.125333333333334e-05,50.0,,,,1d
2023-07-20,241.06,245.26,240.49,242.93,1337104.92,BNB,324671366.9977,529413,5.864e-05,56.0,,,,1d
2023-07-21,242.94,245.66,242.21,243.88,951563.51,BNB,232355760.1345,370928,0.00011755999999999999,50.0,300153161.94439,323847.0,21607034.364091497,1d
2023-07-22,243.89,245.08,240.18,241.23,612751.51,BNB,148814637.0944,281418,6.841333333333333e-05,52.0,,,,1d
2023-07-23,241.22,244.12,240.56,242.54,567029.35,BNB,137549718.7621,254647,5.111000000000001e-05,54.0,,,,1d
2023-07-24,242.54,243.28,235.16,239.02,1265213.7,BNB,302490310.63868,481144,3.973333333333333e-06,55.0,401990841.889808,529923.0,28407356.750944234,1d
