Date,Open,High,Low,Close,Volume,symbol,Quote_Volume,Number_Of_Trades,funding_Rate,fetch_fear_greed,hash_rate,tx_count,miners_revenue,time_frame
2023-02-07,22757.8,23368.6,22742.4,23234.1,447273.494,BTC,10297159070.8913,2811376,0.0001,54.0,,,,1d
2023-02-08,23234.1,23450.0,22662.9,22955.9,383465.481,BTC,8824616946.18832,2432733,0.0001,58.0,,,,1d
2023-02-09,22955.9,23007.8,21684.7,21793.4,732295.35,BTC,16381601662.80056,4168493,0.0001,55.0,316895645.5609923,369499.0,23332309.14710399,1d
2023-02-10,21793.3,21933.8,21405.0,21618.6,439986.497,BTC,9560010537.24584,2754970,0.0001,48.0,,,,1d
2023-02-11,21618.6,21891.9,21594.4,21851.3,189249.667,BTC,4107550899.473,1293121,6.165666666666668e-05,49.0,,,,1d
2023-02-12,21851.2,22080.9,21618.0,21771.1,276787.093,BTC,6050172252.9127,1829939,5.8710000000000005e-05,50.0,313943411.7760057,259642.0,22415712.264169145,1d
2023-02-13,21771.0,21888.0,21338.0,21766.2,511595.693,BTC,11064385171.50844,3063623,6.132333333333333e-05,48.0,,,,1d
2023-02-14,21766.1,22320.0,21485.2,22187.4,598791.509,BTC,13138446771.27616,3582749,9.629e-05,50.0,,,,1d
2023-02-15,22187.4,24420.0,22038.5,24332.6,824676.471,BTC,19105717014.29069,4773998,4.692666666666667e-05,53.0,317275458.3617154,325460.0,23873321.525806885,1d
2023-02-16,24332.7,25290.0,23518.0,23526.6,959463.159,BTC,23594991207.78344,6066350,0.00014390333333333331,62.0,,,,1d
2023-02-17,23526.6,25043.2,23350.0,24581.5,922717.148,BTC,22269729549.78749,5941536,0.0001,61.0,,,,1d
2023-02-18,24581.3,24887.5,24430.6,24636.9,261555.556,BTC,6441713215.92101,2200570,0.0001,60.0,327007834.38508093,276798.0,26343409.639495973,1d
2023-02-19,24636.8,25200.0,24179.4,24265.9,543506.628,BTC,13409130913.30667,3533276,0.0001,60.0,,,,1d
2023-02-20,24265.9,25140.0,23827.0,24849.9,646401.072,BTC,15954258831.2622,4489943,0.0001,58.0,,,,1d
2023-02-21,24849.9,25347.6,24150.0,24443.4,729290.575,BTC,17996162952.26349,4820541,0.0001,60.0,325061359.18040776,290457.0,26512359.26103933,1d
2023-02-22,24443.3,24468.5,23572.0,24171.3,730414.101,BTC,17500937832.07492,5090139,0.0001,59.0,,,,1d
2023-02-23,24171.3,24588.0,23590.0,23928.8,751339.414,BTC,18066676937.66089,5244513,5.7123333333333336e-05,56.0,,,,1d
2023-02-24,23928.7,24138.6,22800.0,23175.6,731577.942,BTC,17176351552.41237,4944260,5.1223333333333335e-05,53.0,262774152.6308686,294562.0,20417436.704952147,1d
2023-02-25,23175.5,23210.5,22700.0,23146.2,310795.648,BTC,7149097149.93959,2424080,5.816666666666667e-06,52.0,,,,1d
2023-02-26,23146.2,23675.0,23050.0,23545.3,371395.056,BTC,8663022665.24848,2819306,5.571e-05,51.0,,,,1d
2023-02-27,23545.2,23888.0,23088.0,23480.0,576754.966,BTC,13533218116.93548,4171455,5.388666666666667e-05,50.0,299630548.4861114,292748.0,21360913.713135105,1d
2023-02-28,23480.0,23592.8,23010.0,23129.6,456919.838,BTC,10669916658.50471,3350674,3.783e-05,53.0,,,,1d
2023-03-01,23129.7,24022.7,23008.4,23619.8,617250.311,BTC,14566071875.52603,4206389,6.728333333333333e-05,50.0,,,,1d
2023-03-02,23619.8,23790.5,23183.0,23457.1,419256.601,BTC,9812612221.27088,3015967,8.570000000000001e-05,51.0,308191421.3000004,330047.0,21657536.22815396,1d
2023-03-03,23457.1,23468.5,21883.2,22342.8,608518.137,BTC,13631210171.56995,3866916,1.857e-05,50.0,,,,1d
2023-03-04,22342.8,22400.0,22147.5,22335.7,175309.211,BTC,3909987751.0262,1305968,2.148666666666667e-05,50.0,,,,1d
