Date,Open,High,Low,Close,Volume,symbol,Quote_Volume,Number_Of_Trades,funding_Rate,fear_greed_index,hash_rate,tx_count,miners_revenue,time_frame,pct_change,log_return,close_norm
2023-01-01,-1.47722948600272,-1.4898947492985437,-1.4665346848102525,-1.4778234106112655,-0.9171209143016664,BTC,1746449849.7392,594299,-0.1037018605707029,26.0,0.0,1.6476492417300065e-15,-1.0034622242689454e-15,1d,0.8449941319851773,0.0084144404125608,0.0
2023-01-02,-1.4749479694097587,-1.484335046921078,-1.464842188904151,-1.4760801671961143,-0.3794751941383603,BTC,3591354304.35244,1020015,-1.066366797721481,27.0,0.0,1.6476492417300065e-15,-1.0034622242689454e-15,1d,0.3353340999259435,0.0033477310891268,0.0005156538435189
2023-01-03,-1.4732110123328128,-1.4851063707803267,-1.4629619913844032,-1.4760426107850158,-0.4387562890193324,BTC,3387368709.5144,966813,-0.0388384531146605,26.0,-2.771760080593854,-2.526006884454911,-2.96674379528358,1d,0.0072002880115329,7.200028803238116e-05,0.0005267630825175
2023-01-04,-1.4731671971993403,-1.4786087385900144,-1.461517643374309,-1.4705687638674232,0.2803927916284824,BTC,5888326801.78923,1618311,-0.3410099613567086,29.0,0.0,1.6476492417300065e-15,-1.0034622242689454e-15,1d,1.0493664202745334,0.0104389878792354,0.0021459346665654
2023-01-05,-1.4676934351676676,-1.4820580988885754,-1.4585048734061177,-1.4711414991366738,-0.5696685289462464,BTC,2966302291.7523,892815,-0.2478696579885483,29.0,0.0,1.6476492417300065e-15,-1.0034622242689454e-15,1d,-0.1086562839550886,-0.0010871535769073,0.0019765187718365
2023-01-06,-1.4682692912075923,-1.4772080144616184,-1.4609099991674197,-1.4673858580268333,0.1197033818715815,BTC,5333655035.26937,1370628,-0.0978528592764702,26.0,-2.429611918412454,-2.4691676363993618,-2.5524210317998595,1d,0.7132752410276,0.0071074346507213,0.0030874426716979
2023-01-07,-1.464510578686129,-1.478948121088084,-1.4534242043045311,-1.4676143261943484,-1.0520976868635952,BTC,1320072681.1707,454642,-0.4067204655519157,25.0,0.0,1.6476492417300065e-15,-1.0034622242689454e-15,1d,-0.0430836058027073,-0.0004309288945473,0.0030198614677896
2023-01-08,-1.4647421729630552,-1.4725461330563183,-1.453268316523706,-1.461724229053748,-0.661117983326018,BTC,2677202628.9964,775585,-0.006164721746878,25.0,0.0,1.6476492417300065e-15,-1.0034622242689454e-15,1d,1.1112095179051096,0.0110508094401179,0.0047621604507388
2023-01-09,-1.4588552968157846,-1.466168827388049,-1.4471218840226012,-1.4603158636375575,0.5281373280419569,BTC,6899176604.98138,1767631,-0.6948947086277657,25.0,-2.8056241365329084,-2.309576162028254,-2.9590933198790443,1d,0.2627783260436667,0.0026243366746047,0.0051787569131868
2023-01-10,-1.4574469532398826,-1.4631575790415414,-1.445779340277536,-1.452206808541227,0.0233449792074593,BTC,5146868921.9222,1362100,-0.3239470127535334,26.0,0.0,1.6476492417300065e-15,-1.0034622242689454e-15,1d,1.509053740018751,0.0149778079247716,0.0075774267669707
2023-01-11,-1.449334894242687,-1.4468733897250796,-1.4404982440291745,-1.436342354553075,0.4594929649925949,BTC,6776699165.64645,1720123,-0.7355553521076729,26.0,0.0,1.6476492417300065e-15,-1.0034622242689454e-15,1d,2.908404479941251,0.0286691297064994,0.0122701544739682
2023-01-12,-1.433473815925639,-1.4127253398284148,-1.421537199667588,-1.4081030631079976,3.666287013576448,BTC,19148363107.05267,4582821,0.1729357316765224,30.0,-2.819053144322925,-1.9043276088473449,-2.8140274216585763,1d,5.030748730186163,0.049082966348082,0.0206233764310088
2023-01-13,-1.405228703097826,-1.3856426164824691,-1.3958125344481604,-1.3741082516620893,2.521322562331803,BTC,15537710427.37066,3959376,0.1572442730319946,31.0,0.0,1.6476492417300065e-15,-1.0034622242689454e-15,1d,5.766004883745635,0.0560589669049806,0.0306790892645869
2023-01-14,-1.3712344188279415,-1.337937778435646,-1.3585394479145452,-1.341603177856418,3.520826728577585,BTC,20998726724.36468,5289343,1.6672143795631105,46.0,0.0,1.6476492417300065e-15,-1.0034622242689454e-15,1d,5.212756346553427,0.0508143650114411,0.0402941356178866
2023-01-15,-1.3387329787485134,-1.3524448375803988,-1.337116012892578,-1.344110068297237,0.6664426457226973,BTC,8913057374.28152,2666812,0.9187439035999188,52.0,-2.626225397470756,-2.8086321196195665,-2.313622019569828,1d,-0.382105443929237,-0.0038283733176435,0.0395525939147292
2023-01-16,-1.3412398303136188,-1.339357014336664,-1.3355062329518126,-1.3345457022708425,1.8316792796514032,BTC,14032617401.17082,4013906,0.2718040225190349,45.0,0.0,1.6476492417300065e-15,-1.0034622242689454e-15,1d,1.4634122982181363,0.0145280775405402,0.0423817467797093
