Date,Open,High,Low,Close,Volume,symbol,Quote_Volume,Number_Of_Trades,funding_Rate,fear_greed_index,hash_rate,tx_count,miners_revenue,time_frame,pct_change,log_return,close_norm
2023-01-01,-1.6473958277551357,-1.6652763761189984,-1.626108140048972,-1.646212856001872,-1.0195061004160983,ETH,1654443731.79587,683700,0.2120002014309041,26.0,0.0,1.6476492417300065e-15,-1.0034622242689454e-15,1d,0.6342648492166258,0.0063226185478674,0.0
2023-01-02,-1.6428776798478435,-1.6422748607603306,-1.6252619486417743,-1.6306780274714434,-0.3678974771101916,ETH,3431524206.10823,1194079,0.0694606304828463,27.0,0.0,1.6476492417300065e-15,-1.0034622242689454e-15,1d,1.1058701956731865,0.0109980016135908,0.0036552345327387
2023-01-03,-1.6273333782393362,-1.6485345507391862,-1.6112997904230115,-1.6295073546356915,-0.5537579926444464,ETH,2931903414.03335,1012410,-0.6037251616709657,26.0,-2.771760080593854,-2.526006884454911,-2.96674379528358,1d,0.0824246020952435,0.0008239065167447,0.0039306855148591
2023-01-04,-1.626186283692925,-1.585368588225279,-1.6002872136807669,-1.5801517878803883,0.754656978220736,ETH,6655447772.02725,2182199,0.1188312254503666,29.0,0.0,1.6476492417300065e-15,-1.0034622242689454e-15,1d,3.4721593108389737,0.0341323983666436,0.0155436989210585
2023-01-05,-1.5768261030580788,-1.6024404699857946,-1.5639493369659607,-1.5863680606382315,-0.4438090178834619,ETH,3329922187.67573,1160417,0.2120002014309041,29.0,0.0,1.6476492417300065e-15,-1.0034622242689454e-15,1d,-0.4226394670444833,-0.0042353511209712,0.0140810542059987
2023-01-06,-1.5830414826922037,-1.5822159807268372,-1.5750948866436223,-1.565928112926002,0.2272461693224557,ETH,5216519703.013,1805807,0.2120002014309041,26.0,-2.429611918412454,-2.4691676363993618,-2.5524210317998595,1d,1.3955942066054885,0.0138594545860293,0.0188904283538222
2023-01-07,-1.5626044716918617,-1.5903080526813214,-1.5418153874434026,-1.571652703092829,-1.1070520516287212,ETH,1500580014.03508,625140,-0.3010721142260328,25.0,0.0,1.6476492417300065e-15,-1.0034622242689454e-15,1d,-0.3854825232156522,-0.003862274220135,0.0175434730512531
2023-01-08,-1.5683399444239163,-1.5614679537605574,-1.546928801232612,-1.5412152093632778,-0.5551630495728456,ETH,3068138464.86221,1138729,-0.1927061910968507,25.0,0.0,1.6476492417300065e-15,-1.0034622242689454e-15,1d,2.0575317532544712,0.0203665050838266,0.0247051985863855
2023-01-09,-1.5379068238048506,-1.505699806676207,-1.5124646340623151,-1.505310673490765,1.2025882520580755,ETH,8343049682.27575,2548577,-0.1024986714837414,25.0,-2.8056241365329084,-2.309576162028254,-2.9590933198790443,1d,2.378164618307288,0.023503267729913,0.0331532802080205
2023-01-10,-1.5019957414743532,-1.5014887425086132,-1.4738662174454238,-1.4877739944112005,0.0012026582212907,ETH,4864320674.8589,1599802,0.2120002014309041,26.0,0.0,1.6476492417300065e-15,-1.0034622242689454e-15,1d,1.134573436742614,0.011281854247086,0.0372795359201853
2023-01-11,-1.4844732870256063,-1.4431029068876504,-1.4705056287139813,-1.4246044881940243,0.4283713309435546,ETH,6190290564.99127,2010343,-0.0694160865370763,26.0,0.0,1.6476492417300065e-15,-1.0034622242689454e-15,1d,4.041039466786489,0.0396152455726924,0.0521428709154062
2023-01-12,-1.4213128566946531,-1.3983062891480582,-1.423989278215454,-1.3934880042197368,2.077028268811329,ETH,11611529579.13658,3699395,0.2120002014309041,30.0,-2.819053144322925,-1.9043276088473449,-2.8140274216585763,1d,1.9132487799260025,0.0189517632564292,0.0594643580201684
2023-01-13,-1.3901774332920709,-1.36856707112124,-1.3723716023763914,-1.3523973876848423,0.649916859221677,ETH,7246536108.50026,2499674,0.2120002014309041,31.0,0.0,1.6476492417300065e-15,-1.0034622242689454e-15,1d,2.4790936829020227,0.0244886277176233,0.0691326874925972
2023-01-14,-1.349092720456332,-1.1643532215019543,-1.3143470487399749,-1.2361144549095997,1.6619753922581413,ETH,11302279848.04887,4120583,3.6252345310153458,46.0,0.0,1.6476492417300065e-15,-1.0034622242689454e-15,1d,6.845906791459333,0.0662174870550815,0.0964932335466242
2023-01-15,-1.2328381996915008,-1.2496215802684756,-1.2329676122649005,-1.2323683018351932,0.0003437749998099,ETH,5624513802.85479,2064815,1.4478627033960758,52.0,-2.626225397470756,-2.8086321196195665,-2.313622019569828,1d,0.2064156566275565,0.0020620291221926,0.0973746766894097
