Date,Open,High,Low,Close,Volume,symbol,Quote_Volume,Number_Of_Trades,funding_Rate,fetch_fear_greed,hash_rate,tx_count,miners_revenue,time_frame
2023-03-03,1647.29,1648.78,1534.85,1568.86,5211938.594,ETH,8180795615.35683,3256332,1.778e-05,50.0,,,,1d
2023-03-04,1568.85,1577.0,1548.0,1566.05,1814800.844,ETH,2838940116.034,1262240,3.579333333333333e-05,50.0,,,,1d
2023-03-05,1566.05,1588.08,1552.07,1564.06,2504148.446,ETH,3930326242.67598,1545373,4.589333333333333e-05,47.0,331733821.53819484,286638.0,22389334.56458218,1d
2023-03-06,1564.06,1583.19,1553.29,1565.17,2751818.445,ETH,4310268929.36937,1727768,5.103e-05,48.0,,,,1d
2023-03-07,1565.17,1584.0,1524.0,1561.29,4147930.855,ETH,6464685741.27135,2468263,4.623333333333334e-05,49.0,,,,1d
2023-03-08,1561.3,1570.0,1520.0,1531.82,3963442.596,ETH,6153983307.15385,2437977,7.886333333333334e-05,50.0,284649021.0618059,292493.0,18928979.35012383,1d
2023-03-09,1531.81,1545.78,1402.8,1436.42,6580693.11,ETH,9821140426.08169,3481126,6.775333333333333e-05,44.0,,,,1d
2023-03-10,1436.42,1438.17,1367.51,1425.79,9938476.933,ETH,13998824363.90489,4977789,-2.9716666666666666e-05,34.0,,,,1d
2023-03-11,1425.8,1478.0,1407.48,1471.03,7155608.693,ETH,10335156488.57957,4150431,5.690000000000001e-06,33.0,357219695.9219277,319707.0,21477230.284296937,1d
2023-03-12,1471.03,1597.29,1446.65,1579.26,6809861.012,ETH,10289085088.51228,4139321,1.1060000000000004e-05,33.0,,,,1d
2023-03-13,1579.26,1700.0,1564.18,1673.9,9437876.215,ETH,15324628550.22331,5874928,0.0001,49.0,,,,1d
